CustomerID,Age,Tenure_Months,Monthly_Charges,Total_Charges,Contract_Type,Payment_Method,Internet_Service,Tech_Support,Online_Security,Number_of_Services,Customer_Service_Calls,Churn
CUST00867,36,14,76.32,1068.48,Two Year,Mailed Check,Fiber Optic,No,No,2,5,1
CUST00868,21,23,68.28,1570.44,One Year,Credit Card,DSL,No,No,5,2,1
CUST00869,44,18,74.61,1342.98,One Year,Bank Transfer,No,Yes,Yes,1,0,1
CUST00870,29,27,25.47,687.69,Two Year,Electronic Check,No,Yes,No,2,5,0
CUST00871,38,4,26.27,105.08,Two Year,Electronic Check,DSL,No,Yes,4,2,1
CUST00872,50,12,96.45,1157.40,One Year,Mailed Check,DSL,No,Yes,5,6,0
CUST00873,59,20,42.68,853.60,One Year,Electronic Check,No,Yes,No,2,5,1
CUST00874,36,33,77.44,2555.52,Month-to-Month,Mailed Check,Fiber Optic,Yes,No,1,1,0
CUST00875,45,22,48.20,1060.40,Two Year,Credit Card,Fiber Optic,Yes,Yes,6,1,0
CUST00876,55,8,49.69,397.52,Two Year,Electronic Check,Fiber Optic,Yes,Yes,2,7,1
CUST00877,20,45,55.98,2519.10,Month-to-Month,Mailed Check,DSL,No,No,1,0,1
CUST00878,53,19,95.32,1811.08,One Year,Electronic Check,Fiber Optic,No,Yes,6,5,0
CUST00879,73,15,80.70,1210.50,Month-to-Month,Bank Transfer,Fiber Optic,Yes,No,1,7,1
CUST00880,76,60,52.24,3134.40,Month-to-Month,Credit Card,Fiber Optic,No,No,2,6,1
CUST00881,47,51,49.46,2522.46,One Year,Credit Card,DSL,Yes,No,5,6,0
CUST00882,66,24,84.71,2033.04,Two Year,Credit Card,No,No,Yes,5,2,1
CUST00883,76,57,63.35,3610.95,Month-to-Month,Credit Card,No,No,Yes,6,7,1
CUST00884,74,14,58.35,816.90,Two Year,Mailed Check,Fiber Optic,Yes,No,5,4,0
CUST00885,61,62,84.45,5235.90,Month-to-Month,Credit Card,No,No,Yes,1,2,0
CUST00886,22,62,78.24,4850.88,Two Year,Credit Card,No,Yes,Yes,1,6,1
CUST00887,37,22,46.42,1021.24,One Year,Mailed Check,DSL,Yes,Yes,4,0,0
CUST00888,76,17,21.17,359.89,Two Year,Bank Transfer,No,No,No,4,5,1
CUST00889,61,66,57.41,3789.06,Month-to-Month,Electronic Check,No,No,No,5,6,1
CUST00890,18,3,55.16,165.48,Two Year,Electronic Check,No,No,No,3,4,1
CUST00891,39,54,85.51,4617.54,One Year,Electronic Check,DSL,Yes,Yes,6,1,1
CUST00892,56,15,74.83,1122.45,Two Year,Mailed Check,DSL,No,Yes,1,6,0
CUST00893,69,45,22.25,1001.25,Two Year,Mailed Check,Fiber Optic,No,Yes,6,5,1
CUST00894,67,20,68.02,1360.40,One Year,Mailed Check,Fiber Optic,No,Yes,6,2,0
CUST00895,73,12,67.56,810.72,Month-to-Month,Bank Transfer,No,No,No,3,4,0
CUST00896,58,36,37.98,1367.28,Two Year,Mailed Check,No,Yes,Yes,1,3,0
CUST00897,29,26,59.68,1551.68,One Year,Credit Card,No,Yes,No,5,6,1
CUST00898,74,30,61.68,1850.40,Month-to-Month,Bank Transfer,No,No,Yes,6,4,1
CUST00899,73,58,49.13,2849.54,Two Year,Credit Card,DSL,Yes,Yes,2,3,0
CUST00900,55,45,85.46,3845.70,One Year,Bank Transfer,Fiber Optic,No,Yes,6,3,0
CUST00901,19,33,68.50,2260.50,Month-to-Month,Bank Transfer,DSL,Yes,No,4,7,1
CUST00902,48,36,66.60,2397.60,One Year,Bank Transfer,DSL,Yes,Yes,1,5,0
CUST00903,53,62,40.26,2496.12,Month-to-Month,Credit Card,Fiber Optic,Yes,Yes,3,1,0
CUST00904,40,1,31.25,31.25,Month-to-Month,Mailed Check,No,No,Yes,6,7,1
CUST00905,71,71,49.47,3512.37,One Year,Mailed Check,DSL,Yes,Yes,3,1,0
CUST00906,51,28,24.69,691.32,One Year,Credit Card,No,Yes,Yes,5,7,1
CUST00907,60,61,52.96,3230.56,One Year,Electronic Check,DSL,Yes,Yes,6,0,0
CUST00908,38,5,62.76,313.80,Month-to-Month,Bank Transfer,Fiber Optic,No,No,5,6,1
CUST00909,71,12,28.21,338.52,Month-to-Month,Credit Card,Fiber Optic,No,Yes,6,3,0
CUST00910,32,22,36.58,804.76,Month-to-Month,Bank Transfer,Fiber Optic,Yes,Yes,5,4,0
CUST00911,60,61,62.36,3803.96,One Year,Electronic Check,DSL,Yes,Yes,2,3,0
CUST00912,65,37,84.32,3119.84,One Year,Bank Transfer,No,Yes,Yes,5,5,1
CUST00913,74,29,59.95,1738.55,One Year,Credit Card,DSL,Yes,Yes,5,2,0
CUST00914,25,1,85.52,85.52,One Year,Mailed Check,Fiber Optic,Yes,No,5,3,0
CUST00915,21,59,72.28,4264.52,One Year,Credit Card,No,No,Yes,4,3,0
CUST00916,56,44,25.68,1129.92,Month-to-Month,Mailed Check,Fiber Optic,No,No,1,7,1
CUST00917,42,38,70.82,2691.16,Month-to-Month,Bank Transfer,No,No,No,4,0,1
CUST00918,70,14,72.77,1018.78,Two Year,Mailed Check,DSL,Yes,Yes,2,2,0
CUST00919,18,35,63.96,2238.60,Month-to-Month,Credit Card,DSL,No,Yes,3,7,1
CUST00920,22,9,82.25,740.25,Two Year,Electronic Check,Fiber Optic,No,No,4,1,1
CUST00921,34,11,56.78,624.58,Two Year,Mailed Check,Fiber Optic,Yes,No,1,4,0
CUST00922,56,56,37.77,2115.12,One Year,Mailed Check,DSL,No,Yes,2,3,1
CUST00923,44,43,25.12,1080.16,Month-to-Month,Electronic Check,DSL,Yes,No,2,4,1
CUST00924,34,69,91.23,6294.87,Two Year,Credit Card,DSL,No,Yes,2,4,0
CUST00925,69,52,69.06,3591.12,Two Year,Bank Transfer,Fiber Optic,No,No,1,0,1
CUST00926,65,9,35.45,319.05,Two Year,Electronic Check,No,Yes,Yes,2,5,1
CUST00927,71,50,72.94,3647.00,Two Year,Credit Card,DSL,No,No,6,3,0
CUST00928,37,67,29.67,1987.89,Two Year,Bank Transfer,DSL,No,No,5,1,0
CUST00929,49,26,78.29,2035.54,Month-to-Month,Mailed Check,Fiber Optic,No,Yes,1,1,0
CUST00930,67,15,73.03,1095.45,One Year,Electronic Check,Fiber Optic,Yes,Yes,2,0,0
CUST00931,36,62,51.41,3187.42,One Year,Mailed Check,No,No,Yes,4,5,0
CUST00932,62,5,28.88,144.40,One Year,Electronic Check,DSL,No,No,4,1,1
CUST00933,39,27,25.08,677.16,Two Year,Mailed Check,Fiber Optic,Yes,No,2,7,1
CUST00934,65,23,73.90,1699.70,Month-to-Month,Bank Transfer,No,No,No,6,6,1
CUST00935,34,68,59.96,4077.28,One Year,Bank Transfer,No,Yes,Yes,6,1,0
CUST00936,54,5,38.31,191.55,Two Year,Credit Card,No,No,Yes,4,5,1
CUST00937,62,47,45.62,2144.14,One Year,Electronic Check,No,Yes,Yes,2,4,0
CUST00938,57,4,98.25,393.00,One Year,Electronic Check,DSL,Yes,Yes,3,5,1
CUST00939,33,28,84.13,2355.64,One Year,Bank Transfer,DSL,Yes,Yes,3,3,0
CUST00940,77,36,60.83,2189.88,Two Year,Mailed Check,DSL,No,Yes,6,0,0
CUST00941,32,37,94.46,3495.02,Month-to-Month,Bank Transfer,Fiber Optic,Yes,No,4,4,1
CUST00942,47,60,75.17,4510.20,Month-to-Month,Credit Card,No,No,No,1,3,1
CUST00943,43,27,36.59,987.93,One Year,Electronic Check,DSL,No,No,6,0,1
CUST00944,38,25,54.55,1363.75,Two Year,Electronic Check,No,Yes,No,2,2,0
CUST00945,77,55,71.45,3929.75,Two Year,Credit Card,No,No,Yes,4,1,0
CUST00946,26,20,37.07,741.40,Month-to-Month,Electronic Check,Fiber Optic,No,Yes,5,7,1
CUST00947,32,27,96.65,2609.55,One Year,Mailed Check,Fiber Optic,Yes,Yes,1,7,1
CUST00948,48,4,92.34,369.36,Month-to-Month,Credit Card,DSL,Yes,Yes,3,5,1
CUST00949,72,43,40.66,1748.38,Month-to-Month,Bank Transfer,Fiber Optic,Yes,No,3,2,1
CUST00950,28,54,60.77,3281.58,Two Year,Mailed Check,No,Yes,Yes,3,6,0
CUST00951,68,5,97.05,485.25,Two Year,Electronic Check,Fiber Optic,Yes,Yes,4,2,0
CUST00952,51,50,21.97,1098.50,One Year,Credit Card,Fiber Optic,No,Yes,5,3,0
CUST00953,26,25,73.47,1836.75,One Year,Electronic Check,Fiber Optic,Yes,No,5,4,1
CUST00954,75,55,78.31,4307.05,Two Year,Bank Transfer,No,Yes,Yes,6,1,1
CUST00955,48,25,52.37,1309.25,Month-to-Month,Electronic Check,Fiber Optic,No,No,5,2,1
CUST00956,40,72,97.98,7054.56,One Year,Credit Card,Fiber Optic,Yes,Yes,2,3,1
CUST00957,31,18,77.06,1387.08,Two Year,Bank Transfer,No,Yes,Yes,4,7,0
CUST00958,55,29,51.19,1484.51,One Year,Bank Transfer,DSL,Yes,Yes,4,0,0
CUST00959,19,25,31.20,780.00,Two Year,Credit Card,No,Yes,No,3,4,1
CUST00960,41,69,30.57,2109.33,Two Year,Electronic Check,No,Yes,Yes,1,5,1
CUST00961,63,41,77.68,3184.88,Month-to-Month,Bank Transfer,No,Yes,No,5,4,1
CUST00962,53,37,60.58,2241.46,One Year,Mailed Check,No,Yes,Yes,6,1,0
CUST00963,61,65,66.11,4297.15,One Year,Mailed Check,DSL,Yes,Yes,1,7,1
CUST00964,32,27,51.63,1394.01,One Year,Bank Transfer,No,No,No,3,2,1
CUST00965,56,20,93.42,1868.40,Month-to-Month,Bank Transfer,No,No,Yes,3,2,1
CUST00966,60,7,89.14,623.98,Two Year,Bank Transfer,Fiber Optic,Yes,No,4,5,0
CUST00967,49,17,86.16,1464.72,Month-to-Month,Mailed Check,No,Yes,No,4,0,1
CUST00968,48,32,32.43,1037.76,One Year,Credit Card,Fiber Optic,No,Yes,5,4,1
CUST00969,23,32,43.81,1401.92,One Year,Mailed Check,No,Yes,No,3,0,1
CUST00970,19,66,41.05,2709.30,Two Year,Bank Transfer,No,Yes,Yes,4,7,0
CUST00971,19,24,29.71,713.04,Month-to-Month,Credit Card,DSL,Yes,Yes,1,4,1
CUST00972,56,32,88.58,2834.56,One Year,Bank Transfer,DSL,No,No,1,2,0
CUST00973,19,55,29.76,1636.80,One Year,Bank Transfer,No,No,Yes,3,5,1
CUST00974,66,39,66.56,2595.84,Month-to-Month,Bank Transfer,Fiber Optic,No,Yes,6,5,1
CUST00975,25,68,43.89,2984.52,Two Year,Credit Card,DSL,No,Yes,2,2,0
CUST00976,32,35,28.74,1005.90,Month-to-Month,Mailed Check,DSL,Yes,Yes,6,0,0
CUST00977,56,60,66.74,4004.40,One Year,Electronic Check,DSL,Yes,No,2,2,0
CUST00978,76,11,90.14,991.54,Two Year,Bank Transfer,DSL,No,Yes,6,1,0
CUST00979,77,28,72.57,2031.96,One Year,Credit Card,Fiber Optic,No,Yes,6,4,0
CUST00980,28,56,52.01,2912.56,Month-to-Month,Credit Card,Fiber Optic,No,Yes,3,1,1
CUST00981,70,43,30.99,1332.57,Month-to-Month,Electronic Check,No,No,Yes,2,0,1
CUST00982,53,63,94.33,5942.79,One Year,Electronic Check,No,No,No,4,5,1
CUST00983,20,50,92.75,4637.50,One Year,Bank Transfer,Fiber Optic,No,Yes,2,4,1
CUST00984,49,42,71.62,3008.04,One Year,Bank Transfer,No,No,Yes,6,2,1
CUST00985,56,42,30.87,1296.54,Month-to-Month,Mailed Check,Fiber Optic,No,Yes,1,3,0
CUST00986,29,45,29.84,1342.80,One Year,Credit Card,No,Yes,Yes,2,4,0
CUST00987,18,13,27.03,351.39,Two Year,Electronic Check,DSL,Yes,No,5,5,1
CUST00988,38,66,54.12,3571.92,Two Year,Bank Transfer,No,Yes,Yes,1,3,0
CUST00989,29,8,99.59,796.72,One Year,Bank Transfer,No,Yes,No,1,7,0
CUST00990,41,32,26.51,848.32,Month-to-Month,Electronic Check,No,Yes,Yes,1,4,1
CUST00991,36,37,71.67,2651.79,One Year,Credit Card,Fiber Optic,No,No,5,2,0
CUST00992,30,29,23.52,682.08,Two Year,Electronic Check,Fiber Optic,Yes,No,4,1,1
CUST00993,44,51,80.43,4101.93,Two Year,Electronic Check,No,No,No,4,3,0
CUST00994,52,62,53.78,3334.36,One Year,Credit Card,DSL,No,Yes,3,7,0
CUST00995,26,14,31.68,443.52,Month-to-Month,Electronic Check,No,Yes,No,1,5,1
CUST00996,46,10,25.78,257.80,Month-to-Month,Mailed Check,DSL,Yes,No,2,5,1
CUST00997,60,36,52.45,1888.20,One Year,Electronic Check,Fiber Optic,No,No,6,5,1
CUST00998,50,42,36.52,1533.84,Two Year,Bank Transfer,Fiber Optic,Yes,No,5,3,0
CUST00999,19,65,86.05,5593.25,Month-to-Month,Electronic Check,No,No,No,3,0,1
CUST01000,31,30,68.18,2045.40,Two Year,Credit Card,DSL,Yes,Yes,1,3,0
